passage_id,chapter,section,subsection,page,text,heading_path,kind,text_clean,word_count,nn,nn_sim,x,y,cluster,cluster_name,cluster_short,words,phrases
p0854,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Ethics and Leadership (ETHLDR),274,"The gap between those who receive the best health care and those who receive the worst health care in the world is staggering. Do all people have an equal right to long life and prosperity regardless of where they happen to live? Is there a right to basic health care? What should the most advantaged nations do for the least advantaged? This course studies philosophical theories of global justice, along with particular issues such as the “brain drain” of health care personnel from developing to rich countries, and the alleged bias of pharmaceutical companies against developing drugs most needed in developing markets.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Ethics and Leadership (ETHLDR) > ETHLDR 206 Global Justice and Health Care (4 credits),prose,"The gap between those who receive the best health care and those who receive the worst health care in the world is staggering. Do all people have an equal right to long life and prosperity regardless of where they happen to live? Is there a right to basic health care? What should the most advantaged nations do for the least advantaged? This course studies philosophical theories of global justice, along with particular issues such as the “brain drain” of health care personnel from developing to rich countries, and the alleged bias of pharmaceutical companies against developing drugs most needed in developing markets.",102,p0900 p0892 p0473 p0898 p0476,0.566 0.543 0.541 0.525 0.508,10.154018,0.7332395,6,"History, Religion & Society",History & Religion,"care, developing, right, health, receive, happen, companies, equal, regardless, rich, needed, brain","health care, course studies, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war"
p0855,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Ethics and Leadership (ETHLDR),275,"What are the conditions under which people come to perceive their societies as just or unjust? What effects does living under conditions of injustice have on human psychology? This course will examine these questions through consideration of three topic areas. In Unit I, “Distributive Justice”, asking what justice in distribution of basic human resources consists in. In Unit II, “Social Justice”, exploring some of the psychological influences that contribute to prejudice and oppression, and how those influences shape the psychology of minority groups. In Unit III, “Restorative Justice”, examining the psychological underpinnings of a system of restorative justice that focuses on rehabilitation and reconciliation, and will examine the psychological complexities of instituting such a system under conditions of inequality.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Ethics and Leadership (ETHLDR) > ETHLDR 209 The Psychology of Justice (4 credits),prose,"What are the conditions under which people come to perceive their societies as just or unjust? What effects does living under conditions of injustice have on human psychology? This course will examine these questions through consideration of three topic areas. In Unit I, “Distributive Justice”, asking what justice in distribution of basic human resources consists in. In Unit II, “Social Justice”, exploring some of the psychological influences that contribute to prejudice and oppression, and how those influences shape the psychology of minority groups. In Unit III, “Restorative Justice”, examining the psychological underpinnings of a system of restorative justice that focuses on rehabilitation and reconciliation, and will examine the psychological complexities of instituting such a system under conditions of inequality.",119,p0984 p1123 p0807 p0438 p0857,0.493 0.480 0.458 0.450 0.415,9.421101,-0.3219656,6,"History, Religion & Society",History & Religion,"unit, justice, psychological, influences, conditions, psychology, examine, iii, complexities, perceive, asking, consideration","course examine, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war, writing argumentation"
p0856,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Ethics and Leadership (ETHLDR),275,"Behavioral economics and the idea of “nudging” have captured the attention of policy makers and the public. The idea that situations can be structured to make some choices and practices easier (and thus more likely) and make others harder (and thus less likely) is well established in psychology, organizational behavior, political science and sociology, but this raises the question of whether it is ethical for those in power to intentionally structure situations to nudge people one way or the other. This course will examine the work on behavioral economics and nudging, and the earlier research in other fields that underpins “nudging” and the practical moral dilemmas it raises.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Ethics and Leadership (ETHLDR) > ETHLDR 301 Ethics of Nudging (4 credits),prose,"Behavioral economics and the idea of “nudging” have captured the attention of policy makers and the public. The idea that situations can be structured to make some choices and practices easier (and thus more likely) and make others harder (and thus less likely) is well established in psychology, organizational behavior, political science and sociology, but this raises the question of whether it is ethical for those in power to intentionally structure situations to nudge people one way or the other. This course will examine the work on behavioral economics and nudging, and the earlier research in other fields that underpins “nudging” and the practical moral dilemmas it raises.",108,p0581 p0569 p0340 p0337 p0583,0.604 0.502 0.482 0.482 0.472,9.166706,1.4695929,8,Public Policy & Economics,Policy & Economics,"nudging, situations, likely, idea, behavioral, make, economics, earlier, choices, structured, established, organizational","behavioral economics, science sociology, political science, course examine, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral"
p0857,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Ethics and Leadership (ETHLDR),275,"Religious, philosophical, social and cultural psychology explain how morality varies so much across cultures, despite the fact that cultures share so many similarities and recurrent themes. This course explores the foundation, the virtues, narratives, and institutions that sit on top of shared moral foundations, and the ways in which they lead to conflict within and across nations as well as the possibilities for managing that conflict.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Ethics and Leadership (ETHLDR) > ETHLDR 302 The Sociology of Morality and Politics (4 credits),prose,"Religious, philosophical, social and cultural psychology explain how morality varies so much across cultures, despite the fact that cultures share so many similarities and recurrent themes. This course explores the foundation, the virtues, narratives, and institutions that sit on top of shared moral foundations, and the ways in which they lead to conflict within and across nations as well as the possibilities for managing that conflict.",66,p1291 p0436 p0438 p1290 p0847,0.663 0.583 0.562 0.554 0.550,9.282059,0.27936932,6,"History, Religion & Society",History & Religion,"conflict, cultures, virtues, recurrent, despite, fact, possibilities, morality, similarities, narratives, explain, managing","themes course, social cultural, course explores, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role"
p0858,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Ethics and Leadership (ETHLDR),275,This seminar is a core component of the interdisciplinary major in Ethics and Leadership. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all juniors in the major. Other students may enroll with the permission of the instructor.,Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Ethics and Leadership (ETHLDR) > ETHLDR 390: Junior Seminar: Advanced Topics (4 credits),prose,This seminar is a core component of the interdisciplinary major in Ethics and Leadership. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all juniors in the major. Other students may enroll with the permission of the instructor.,116,p0859 p1344 p0969 p1345 p0772,0.989 0.852 0.844 0.840 0.810,7.505922,0.86672497,5,Interdisciplinary Seminars & Learning Goals,Seminars,"seminar, apply, major, disciplines, interdisciplinary, knowledge, juniors, re-connect, translate, gained, flexibly, capacities","leadership students, ethics leadership, juniors major, required juniors, seminar required, seminar foster, students re-connect, wider perspective, questions issues, issues apply, larger questions, major students"
p0859,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Ethics and Leadership (ETHLDR),276,This seminar is a core component of the interdisciplinary major in Ethics and Leadership. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Ethics and Leadership (ETHLDR) > ETHLDR 490: Senior Seminar: Advanced Topics (4 credits),prose,This seminar is a core component of the interdisciplinary major in Ethics and Leadership. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,116,p0858 p0969 p1345 p1344 p0773,0.989 0.860 0.860 0.843 0.821,7.5516677,0.8390424,5,Interdisciplinary Seminars & Learning Goals,Seminars,"seminar, apply, major, disciplines, interdisciplinary, knowledge, seniors, re-connect, translate, gained, flexibly, capacities","leadership students, ethics leadership, seniors major, required seniors, seminar required, seminar core, students re-connect, wider perspective, seminar foster, issues apply, major students, larger questions"
p0860,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: French (FRENCH),277,"Credit for Advanced Placement on the basis of the College Board Examination in French, French Language or French Literature.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: French (FRENCH) > FRENCH 24 Advanced Intermediate French Language and Culture (4 credits),prose,"Credit for Advanced Placement on the basis of the College Board Examination in French, French Language or French Literature.",19,p0862 p0809 p0808 p0982 p0974,0.831 0.826 0.823 0.785 0.784,-0.20984593,7.367773,1,"Advanced Placement, Credit & Electives",AP & Electives,"french, board, college, placement, literature, examination, language, basis, advanced, credit, wrong, wuhan","board examination, credit advanced, basis college, college board, placement basis, advanced placement, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced"
p0861,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: French (FRENCH),277,"This is an introductory French course in which students use French to communicate during class meetings and breakout sessions. The main objective is to develop the following intertwined proficiencies: linguistic and communicative skills (speaking, listening, reading, and writing), intercultural competence (knowledge, skills, and attitudes), as well as critical understanding of the French-speaking world in order to communicate in French (talk with others, express ideas in writing, read and understand what others have written or said). At the end of the term, students should be able to comprehend inputs, and express themselves, in a variety of familiar everyday contexts. This course is also designed to help students learn to become more effective independent language learners.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: French (FRENCH) > FRENCH 101 Beginning French 101 (4 credits),prose,"This is an introductory French course in which students use French to communicate during class meetings and breakout sessions. The main objective is to develop the following intertwined proficiencies: linguistic and communicative skills (speaking, listening, reading, and writing), intercultural competence (knowledge, skills, and attitudes), as well as critical understanding of the French-speaking world in order to communicate in French (talk with others, express ideas in writing, read and understand what others have written or said). At the end of the term, students should be able to comprehend inputs, and express themselves, in a variety of familiar everyday contexts. This course is also designed to help students learn to become more effective independent language learners.",114,p0666 p0669 p1335 p0980 p0863,0.640 0.635 0.603 0.600 0.594,4.5216117,0.56188583,5,Interdisciplinary Seminars & Learning Goals,Seminars,"french, express, communicate, meetings, attitudes, said, familiar, linguistic, writing, competence, objective, communicative","listening reading, effective independent, independent language, learn effective, end term, students able, speaking listening, students use, knowledge skills, designed help, reading writing, term students"
p0862,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: German (GERMAN),278,"Credit for Advanced Placement on the basis of the College Board Examination in German, German Language and Literature.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: German (GERMAN) > GERMAN 24 Advanced Placement in German (4 credits),prose,"Credit for Advanced Placement on the basis of the College Board Examination in German, German Language and Literature.",18,p0809 p0808 p0860 p0982 p0974,0.857 0.844 0.831 0.793 0.776,-0.15900457,7.326838,1,"Advanced Placement, Credit & Electives",AP & Electives,"german, board, college, placement, literature, examination, language, basis, advanced, credit, wrong, wuhan","board examination, credit advanced, basis college, college board, placement basis, advanced placement, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced"
p0863,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: German (GERMAN),278,"This is the first course in the beginning level German sequence. In this course students will build a solid base of vocabulary and pronunciation skills and set a foundation for reading, writing, listening and speaking in order to begin to engage in daily life in German. In this course students will also learn about how to learn a new language and about how to independently build language skills. This course will mostly be conducted in German and students will consistently and systematically use German to communicate both in and out of the classroom. There is no prerequisite.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: German (GERMAN) > GERMAN 101 Beginning German 1 (4 credits),prose,"This is the first course in the beginning level German sequence. In this course students will build a solid base of vocabulary and pronunciation skills and set a foundation for reading, writing, listening and speaking in order to begin to engage in daily life in German. In this course students will also learn about how to learn a new language and about how to independently build language skills. This course will mostly be conducted in German and students will consistently and systematically use German to communicate both in and out of the classroom. There is no prerequisite.",97,p0977 p0978 p1335 p0975 p1338,0.720 0.691 0.690 0.641 0.637,4.4980283,0.94402194,5,Interdisciplinary Seminars & Learning Goals,Seminars,"german, build, language, pronunciation, base, systematically, consistently, learn, skills, classroom, conducted, vocabulary","course students, skills course, systematically use, course beginning, consistently systematically, beginning level, language skills, students build, reading writing, daily life, students learn, writing papers"
p0864,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global China Studies (GCHINA),279,"China in the World focuses on the historical and contemporary commercial, intellectual, and scientific exchanges between China and multiple locations around the world. The course invites students to think about the engagement of China in the world and the world in China from an interdisciplinary perspective. We investigate how contemporary China has been shaped by key historical events and processes including science, trade and war. Finally, we consider together how these histories will influence China’s future engagement with the wider world.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global China Studies (GCHINA) > GCHINA101 China in the World (4 credits),prose,"China in the World focuses on the historical and contemporary commercial, intellectual, and scientific exchanges between China and multiple locations around the world. The course invites students to think about the engagement of China in the world and the world in China from an interdisciplinary perspective. We investigate how contemporary China has been shaped by key historical events and processes including science, trade and war. Finally, we consider together how these histories will influence China’s future engagement with the wider world.",81,p0447 p0446 p0448 p0945 p1220,0.730 0.713 0.678 0.633 0.626,7.570965,-2.230659,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,"china, engagement, world, historical, contemporary, commercial, exchanges, intellectual, shaped, finally, investigate, think","china world, historical contemporary, historical events, processes including, world china, students think, wider world, world course, contemporary china, writing papers, writing short, writing skills"
p0865,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global China Studies (GCHINA),279,"This course examines concepts and theories of empire, imperialism, colonialism, and the nationstate, with a particular focus on their circulation and impact in East Asia and China. We trace the history of Western theories of ""nation,"" looking at what the term meant prior to the European nation-state and the imperialist and colonial projects of the 19th and early 20th centuries, and we examine what they mean in the present era of multiculturalism and globalization. We explore how historically Chinese conceptions of civilization and empire were transformed in post-imperial era. We look also at how related concepts of race, ethnicity, religion, gender, and culture have traveled from the West, through the Soviet Union, to China and beyond.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global China Studies (GCHINA) > GCHINA 201 From Empire to Nation (4 credits),prose,"This course examines concepts and theories of empire, imperialism, colonialism, and the nationstate, with a particular focus on their circulation and impact in East Asia and China. We trace the history of Western theories of ""nation,"" looking at what the term meant prior to the European nation-state and the imperialist and colonial projects of the 19th and early 20th centuries, and we examine what they mean in the present era of multiculturalism and globalization. We explore how historically Chinese conceptions of civilization and empire were transformed in post-imperial era. We look also at how related concepts of race, ethnicity, religion, gender, and culture have traveled from the West, through the Soviet Union, to China and beyond.",116,p0882 p0912 p0751 p0766 p1204,0.682 0.667 0.656 0.633 0.629,7.586462,-1.7437395,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,"empire, era, theories, union, looking, transformed, concepts, meant, mean, circulation, trace, historically","religion gender, ethnicity religion, concepts theories, particular focus, race ethnicity, east asia, course examines, writing papers, writing short, writing skills, writing speaking, writing stories"
p0866,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global China Studies (GCHINA),279,"How is the Chinese political system organized? What are the rules, both formal and informal, about how policy is made in China? What determines whether a policy actually works in China? How do everyday people experience politics in China? This class introduces students to readings, arguments, and concepts that begin to explore the answers to these questions. One of the goals for the class is that students can start to recognize systematic patterns and a logic of action in how the Chinese political system operates.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global China Studies (GCHINA) > GCHINA 202 Modern Chinese Politics (4 credits),prose,"How is the Chinese political system organized? What are the rules, both formal and informal, about how policy is made in China? What determines whether a policy actually works in China? How do everyday people experience politics in China? This class introduces students to readings, arguments, and concepts that begin to explore the answers to these questions. One of the goals for the class is that students can start to recognize systematic patterns and a logic of action in how the Chinese political system operates.",85,p0871 p0705 p0486 p0446 p0559,0.650 0.616 0.615 0.599 0.597,7.3022923,-2.2246404,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,"china, determines, actually, systematic, operates, recognize, organized, informal, answers, class, policy, logic","students start, policy china, explore answers, answers questions, formal informal, class students, introduces students, writing papers, writing short, writing skills, writing speaking, writing stories"
p0867,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global China Studies (GCHINA),279,"From film’s first appearance at a Shanghai teahouse in August 1896 to Jackie Chan’s latest transnational stardom, the history of modern Chinese cinema has always sought to raise questions of national and cultural identity. How do Chinese films between the two fins-de-siècle create the spectacle of “China,” narrate its history, and represent its increasingly diversified cultural landscapes both at home and abroad? Students will study photography, documentary film, cinema and social media in China from the 1930s “Leftist” films to present.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global China Studies (GCHINA) > GCHINA 203 Visual China (4 credits),prose,"From film’s first appearance at a Shanghai teahouse in August 1896 to Jackie Chan’s latest transnational stardom, the history of modern Chinese cinema has always sought to raise questions of national and cultural identity. How do Chinese films between the two fins-de-siècle create the spectacle of “China,” narrate its history, and represent its increasingly diversified cultural landscapes both at home and abroad? Students will study photography, documentary film, cinema and social media in China from the 1930s “Leftist” films to present.",81,p0513 p0881 p1091 p0935 p0918,0.670 0.644 0.627 0.627 0.611,6.989608,-1.1330789,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,"cinema, films, film, sought, august, transnational, latest, represent, cultural, increasingly, china, history","cultural identity, documentary film, history modern, social media, modern chinese, students study, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced"
p0868,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global China Studies (GCHINA),280,"This course provides a comprehensive overview of the Chinese economy and China’s role in the world economy. China’s current economic challenges will be given particular attention. Topics addressed will include: the Chinese economy before 1949; the socialist era, 1949-1978; economic reform and market transition; the role of state enterprises; the return of private and family business; foreign investment; foreign trade; China’s role in the East Asian trade-production network; China’s evolving financial system; Chinese monetary and exchange rate policy; China’s role in global trade balances; the internationalization of the Yuan; and the current effort to rebalance the Chinese economy from an investment to a consumption economy.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global China Studies (GCHINA) > GCHINA 301 China’s Transitioning Economy (4 credits),prose,"This course provides a comprehensive overview of the Chinese economy and China’s role in the world economy. China’s current economic challenges will be given particular attention. Topics addressed will include: the Chinese economy before 1949; the socialist era, 1949-1978; economic reform and market transition; the role of state enterprises; the return of private and family business; foreign investment; foreign trade; China’s role in the East Asian trade-production network; China’s evolving financial system; Chinese monetary and exchange rate policy; China’s role in global trade balances; the internationalization of the Yuan; and the current effort to rebalance the Chinese economy from an investment to a consumption economy.",105,p1198 p0871 p0945 p0447 p0446,0.979 0.759 0.664 0.660 0.596,7.544425,-2.3760662,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,"economy, investment, role, china, foreign, trade, current, chinese, enterprises, internationalization, effort, consumption","chinese economy, economy china, role state, role world, era economic, global trade, policy china, addressed include, east asian, exchange rate, world economy, particular attention"
p0869,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global China Studies (GCHINA),280,"The rise of China and its economic transition are inseparable from the workings of the factories and the feminization of labor on those assembly lines. For most workers, the factory has been not simply a place to work, but also a “habitus” where rest, sustenance, leisure and consumption are conditioned, regulated, and at times, contested. In this highly interdisciplinary course we will examine the factory not only as a political and economic unit of disciplined work, but also as a cultural and ideological space wherein dreams and anxieties are produced and exhausted.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global China Studies (GCHINA) > GCHINA 302 The Factory: From Socialist Industrialism to World Assembly (4 credits),prose,"The rise of China and its economic transition are inseparable from the workings of the factories and the feminization of labor on those assembly lines. For most workers, the factory has been not simply a place to work, but also a “habitus” where rest, sustenance, leisure and consumption are conditioned, regulated, and at times, contested. In this highly interdisciplinary course we will examine the factory not only as a political and economic unit of disciplined work, but also as a cultural and ideological space wherein dreams and anxieties are produced and exhausted.",92,p0453 p0918 p0986 p0449 p0919,0.594 0.557 0.552 0.551 0.541,7.43849,-2.0253432,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,"factory, regulated, lines, ideological, workings, contested, leisure, unit, consumption, rest, dreams, economic","economic transition, highly interdisciplinary, china economic, interdisciplinary course, political economic, course examine, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced"
p0870,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global China Studies (GCHINA),280,This seminar is a core component of the interdisciplinary major in Global China Studies. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all juniors in the major. Other students may enroll with the permission of the instructor.,Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global China Studies (GCHINA) > GCHINA 390 Junior Seminar: Advanced Topics (4 credits),prose,This seminar is a core component of the interdisciplinary major in Global China Studies. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all juniors in the major. Other students may enroll with the permission of the instructor.,116,p0884 p0888 p0772 p1344 p0773,0.804 0.798 0.780 0.765 0.761,7.4749546,0.78855234,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,"seminar, apply, major, disciplines, interdisciplinary, knowledge, juniors, translate, re-connect, gained, flexibly, capacities","china studies, required juniors, juniors major, major global, studies students, seminar foster, translate areas, seminar core, seminar required, larger questions, major develop, major students"
p0871,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global China Studies (GCHINA),280,"This course is a reading and research seminar that aims to provide students with a solid, broad understanding of China’s reform policies, programs, and strategies since 1978. It also examines the lessons the Chinese reformers and people learned from the 40-year reform experience as well as the challenges facing the Chinese economy and society in the future. Reading materials include both authoritative and new works on China’s politics, institutions, and economic development at various stages of the reform period. Students have opportunities to apply basic economic theories to the empirical analysis of China’s economic transitions and sociopolitical change.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global China Studies (GCHINA) > GCHINA 401 Political Economy of the Chinese Reform (4 credits),prose,"This course is a reading and research seminar that aims to provide students with a solid, broad understanding of China’s reform policies, programs, and strategies since 1978. It also examines the lessons the Chinese reformers and people learned from the 40-year reform experience as well as the challenges facing the Chinese economy and society in the future. Reading materials include both authoritative and new works on China’s politics, institutions, and economic development at various stages of the reform period. Students have opportunities to apply basic economic theories to the empirical analysis of China’s economic transitions and sociopolitical change.",98,p1198 p0868 p0948 p0446 p0751,0.760 0.759 0.669 0.664 0.656,7.4350257,-2.3646247,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,"reform, economic, reading, china, lessons, stages, transitions, facing, learned, solid, empirical, chinese","understanding china, chinese economy, institutions economic, china economic, challenges facing, period students, students opportunities, provide students, economic development, writing papers, writing short, writing skills"
p0872,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global China Studies (GCHINA),280,Prerequisite: Consent of the Instructor,Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global China Studies (GCHINA) > GCHINA 401 Political Economy of the Chinese Reform (4 credits),prose,Prerequisite: Consent of the Instructor,5,p0605 p1099 p0830 p0835 p1294,0.984 0.979 0.932 0.900 0.869,7.2500443,7.247197,3,Course Prerequisites,Prerequisites,"consent, instructor, prerequisite, wrong, wuhan, year, years, yeast, yielded, yoga, york, world","prerequisite consent, consent instructor, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war"
p0873,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),282,"What is “culture”? Where can we observe it and how can we study it? And, most importantly for a globalizing world: Can we compare “cultures”? What are the assumptions and parameters that would make such comparison possible in the first place? This course addresses the forces and concerns central to understanding culture and cultural difference. Discussions will pay attention to both the global and local/regional levels on which culture can be observed and compared. Understandings of culture touch upon many forces and concerns, including questions of gender, ideology, religion, nationalism and colonialism. By building a firm understanding of the theoretical approaches to culture, this course will explore the toolbox of comparative cultural studies.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global Cultural Studies (GCULS) > GCULS 105 Critical Comparative Studies (4 credits),prose,"What is “culture”? Where can we observe it and how can we study it? And, most importantly for a globalizing world: Can we compare “cultures”? What are the assumptions and parameters that would make such comparison possible in the first place? This course addresses the forces and concerns central to understanding culture and cultural difference. Discussions will pay attention to both the global and local/regional levels on which culture can be observed and compared. Understandings of culture touch upon many forces and concerns, including questions of gender, ideology, religion, nationalism and colonialism. By building a firm understanding of the theoretical approaches to culture, this course will explore the toolbox of comparative cultural studies.",113,p1308 p0463 p0464 p0884 p0888,0.770 0.682 0.667 0.610 0.605,7.907582,0.12580226,6,"History, Religion & Society",History & Religion,"concerns, culture, forces, parameters, nationalism, globalizing, observe, understanding, importantly, firm, difference, observed","understanding culture, local regional, global local, globalizing world, theoretical approaches, course addresses, cultural studies, course explore, writing papers, writing short, writing skills, writing speaking"
p0874,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),282,"What is a city? How do cities shape the everyday lives and experiences of those who live in them, as well as cultural conceptions of modernity and civilization? Pairing texts drawn from literature and the interdisciplinary field of urban studies, this course will study how writers and thinkers have sought to express and analyze what it means to live in cities. By reading literary accounts of urban life such as Mu Shiying in Shanghai, James Joyce in Dublin, Michel de Certeau in New York, and Orhan Pamuk in Istanbul, alongside perspectives from urban planners and sociologists such as Liang Sicheng, Jane Jacobs, Saskia Sassen, and Spiro Kostof, you will engage with some of the most creative and influential ideas concerning the complex relationship between our cities and ourselves.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Global Cultural Studies (GCULS) > GCULS 106 Our Cities and Ourselves (2 credits),prose,"What is a city? How do cities shape the everyday lives and experiences of those who live in them, as well as cultural conceptions of modernity and civilization? Pairing texts drawn from literature and the interdisciplinary field of urban studies, this course will study how writers and thinkers have sought to express and analyze what it means to live in cities. By reading literary accounts of urban life such as Mu Shiying in Shanghai, James Joyce in Dublin, Michel de Certeau in New York, and Orhan Pamuk in Istanbul, alongside perspectives from urban planners and sociologists such as Liang Sicheng, Jane Jacobs, Saskia Sassen, and Spiro Kostof, you will engage with some of the most creative and influential ideas concerning the complex relationship between our cities and ourselves.",128,p1091 p0927 p0918 p1243 p0881,0.633 0.574 0.572 0.563 0.536,7.2033253,-1.0487304,6,"History, Religion & Society",History & Religion,"cities, urban, live, james, alongside, sought, sociologists, influential, accounts, concerning, york, express","studies course, everyday lives, complex relationship, cultural conceptions, new york, course study, interdisciplinary field, writing papers, writing short, writing skills, writing speaking, writing stories"
